time,x2,y2
0.3421461582183838,1.0,2.1
0.5564041137695312,0.9979866764718844,2.1634239196565646
0.762270450592041,0.9919548128307953,2.2265924535737494
0.9708511829376221,0.9819286972627067,2.2892512443604103
1.1768076419830322,0.9679487013963562,2.351147987181079
1.3866169452667236,0.9500711177409454,2.412033445698487
1.5954985618591309,0.9283679330160726,2.4716624556603275
1.802025318145752,0.9029265382866212,2.5297949120891716
2.0116519927978516,0.8738493770697849,2.5861967361004687
2.2318193912506104,0.8412535328311812,2.6406408174555978
2.436770439147949,0.8052702575310586,2.6929079290546403
2.6453030109405518,0.766044443118978,2.7427876096865393
2.852268695831299,0.7237340381050702,2.790079011482112
3.059957504272461,0.6785094115571322,2.834591708657533
3.2633745670318604,0.6305526670845225,2.876146464291757
3.472816228866577,0.5800569095711982,2.9145759520503356
3.692371129989624,0.5272254676105024,2.9497254299495146
3.9118571281433105,0.4722710747726827,2.962593463830813
4.127619504928589,0.41541501300188644,2.971099184977277
4.344799995422363,0.3568862215918719,2.9786963968887257
4.562284708023071,0.2969203753282749,2.9852702207195443
4.777888536453247,0.23575893550942728,2.990721940322681
4.9928436279296875,0.17364817766693041,2.994970168531392
5.20939564704895,0.1108381999010111,2.9979517830416658
5.424883604049683,0.04758191582374218,2.9996226364805527
5.640876054763794,-0.01586596383480803,2.999958044905227
5.8593339920043945,-0.07924995685678854,2.998953058041789
6.0737464427948,-0.14231483827328523,2.99662251323173
6.291088342666626,-0.20480666806519074,2.9930008734906903
6.509929418563843,-0.26647381369003503,2.988141848476656
6.7256927490234375,-0.32706796331742166,2.9821177956900686
6.940789699554443,-0.3863451256931287,2.975018898066559
7.15940523147583,-0.4440666126057741,2.966952113460686
7.3766398429870605,-0.5000000000000002,2.958039891549808
7.5927746295928955,-0.5539200638661103,2.9325698546347714
7.807360887527466,-0.6056096871376668,2.895761840530832
8.022192478179932,-0.654860733945285,2.8557495743542582
8.238869667053223,-0.7014748877063214,2.8126941713788627
8.455925464630127,-0.7452644496757547,2.766769000516292
8.67075228691101,-0.7860530947427875,2.7181589862206055
8.885449647903442,-0.8236765814298327,2.6670598638627707
9.100492000579834,-0.8579834132349771,2.6136773915734066
9.317909002304077,-0.8888354486549234,2.5582265217274105
9.53317141532898,-0.9161084574320696,2.5009305354066136
9.748075723648071,-0.9396926207859083,2.442020143325669
9.966301441192627,-0.9594929736144974,2.38173255684143
10.180842876434326,-0.975429786885407,2.3203105327865408
10.396201133728027,-0.9874388886763943,2.25800139597335
10.612706899642944,-0.9954719225730846,2.1950560433041826
10.83124828338623,-0.9994965423831851,2.131727933498068
11.045875072479248,-0.9994965423831851,2.0682720665019323
11.26270079612732,-0.9954719225730846,2.0049439566958176
11.48042345046997,-0.9874388886763943,1.94199860402665
11.695963382720947,-0.975429786885407,1.8796894672134594
11.911684513092041,-0.9594929736144974,1.8182674431585704
12.126869440078735,-0.9396926207859084,1.7579798566743314
12.345152139663696,-0.9161084574320696,1.6990694645933864
12.563857793807983,-0.8888354486549235,1.6417734782725897
12.781450271606445,-0.857983413234977,1.5863226084265936
13.00059962272644,-0.8236765814298328,1.5329401361372295
13.218938112258911,-0.7860530947427874,1.4818410137793947
13.433974504470825,-0.7452644496757548,1.4332309994837087
13.651651859283447,-0.7014748877063213,1.387305828621137
13.869660377502441,-0.6548607339452852,1.344250425645742
14.085425853729248,-0.6056096871376666,1.3042381594691679
14.303104639053345,-0.5539200638661105,1.2674301453652288
14.51934027671814,-0.4999999999999996,1.2339745962155613
14.734572172164917,-0.44406661260577396,1.2040062257086641
14.952831506729126,-0.3863451256931287,1.1776457058954186
15.1685950756073,-0.3270679633174219,1.1549991812853317
15.38681697845459,-0.26647381369003464,1.136157841440058
15.601877450942993,-0.20480666806519054,1.1211975537852212
15.818058252334595,-0.14231483827328523,1.1101785581190673
16.037259340286255,-0.07924995685678879,1.103145224048058
16.253905773162842,-0.01586596383480761,1.100125872326125
16.469889163970947,0.04758191582374238,1.101132660816992
16.686725616455078,0.11083819990101086,1.106161535538746
16.90420627593994,0.17364817766692997,1.115192246987792
17.120513439178467,0.23575893550942748,1.1281884316764583
17.33693814277649,0.2969203753282749,1.1450977585559263
17.552526473999023,0.35688622159187167,1.1658521397348933
17.768763065338135,0.4154150130018868,1.1903680046454819
17.986377954483032,0.4722710747726829,1.2185466365524182
18.201491832733154,0.5272254676105024,1.2502745700504856
18.417574167251587,0.5800569095711979,1.2854240479496641
18.633872270584106,0.6305526670845228,1.3238535357082435
18.851556539535522,0.6785094115571323,1.365408291342467
19.069042444229126,0.7237340381050701,1.409920988517888
19.282737731933594,0.7660444431189778,1.4572123903134604
19.498762369155884,0.8052702575310587,1.50709207094536
19.715684413909912,0.8412535328311812,1.5593591825444026
19.932596683502197,0.8738493770697848,1.6138032638995312
20.150778770446777,0.9029265382866211,1.6702050879108281
20.369889497756958,0.9283679330160727,1.728337544339673
20.587687253952026,0.9500711177409454,1.787966554301513
20.802430629730225,0.9679487013963562,1.8488520128189208
21.01871132850647,0.9819286972627068,1.9107487556395903
21.234485387802124,0.9919548128307953,1.973407546426251
21.45305633544922,0.9979866764718844,2.0365760803434356
21.66874408721924,1.0,2.0999999999999996
